Outcomes	coefficient	pval	pre_cont_mean	pre_cont_sd	pre_cont_n	post_cont_mean	post_cont_sd	post_cont_n	pre_int_mean	pre_int_sd	pre_int_n	post_int_mean	post_int_sd	post_int_n
CV_whole	0.748378561408378	0.703337154487205	25.1777352173913	3.70779124419214	23	23.0923527777778	3.55544876591145	18	25.8795684615385	5.10956227167196	26	24.5425645833333	5.48904207000043	24
LBGI_whole	-0.898232852656973	0.36730538462115	4.56250786956522	2.03979572532633	23	4.41854688888889	2.15321724749777	18	6.44773125	2.74284786362271	26	5.40553741666667	2.27082374777404	24
HBGI_whole	0.0788030294955396	0.223156978978832	0.19654789473913	0.148212415021096	23	0.140497835	0.12681739077936	18	0.142117932076923	0.150449199334609	26	0.164870901833333	0.172022545251152	24
eA1c_whole	0.104734827248232	0.402622192958112	4.70511695652174	0.266697068810882	23	4.67957755555556	0.291018196757163	18	4.51780861538462	0.311949526867675	26	4.59700404166667	0.301648485934623	24
AUC_wholeh  glucose  length	3.35759763145665	0.342747829888632	88.5292995652174	7.66176231222739	23	87.4575522222222	7.79223182913792	18	83.3145134615385	8.93032330358132	26	85.60036375	8.59235373117478	24
AUC over 140mgdl_wholeh  glucose  length	0.351092074014906	0.194622243024982	0.668062530434783	0.624955575539611	23	0.40169943	0.530656252693447	18	0.501585881461538	0.622885894332021	26	0.586314855041667	0.720965457802837	24
AUC over 180mgdl_wholeh  glucose  length	0.0754460534751005	0.430662372573633	0.117560793043478	0.23247586677064	23	0.0513677907222222	0.142429497253028	18	0.128706416346154	0.241342985763744	26	0.1379594675	0.248415586540846	24
AUC over 250mgdl_wholeh  glucose  length	0	NaN	0	0	23	0	0	18	0	0	26	0	0	24
AUC below 54mgdl_whole	-0.129868355151432	0.344087062154022	0.219694981391304	0.287019791439126	23	0.126864469055556	0.276391110359657	18	0.427753551153846	0.36963977307668	26	0.205054683666667	0.331205757107484	24
AUC below 70mgdl_whole	-0.499560889788189	0.484464736935747	1.6575732173913	1.4208878505639	23	1.43262286666667	1.50365935622114	18	2.67309545384615	1.72902221699515	26	1.94858421333333	1.95847235827007	24
M100_whole	-7.37355952294662	0.518647324919085	104.581074782609	24.744594702768	23	102.120597222222	26.3171232169754	18	123.996195	29.9768167013877	26	114.162157916667	25.6666513969117	24
J_whole	0.88819230248976	0.388564017861662	12.4504326956522	2.18354238794157	23	11.8326154444444	2.14676474087824	18	11.1915886153846	2.70055483983728	26	11.4619636666667	2.50712774783815	24
Time spent below 70 mgdl_whole	-5.48479276409316	0.39885209646315	18.6073199130435	13.1295893130573	23	19.3896262777778	15.2585657272517	18	28.1356168076923	16.4060679818439	26	23.4331304083333	15.9378798522266	24
Time spend below 54 mgdl_whole	-1.34940133210707	0.414477706304274	2.80462432173913	3.17737367623711	23	1.70702758333333	3.30427666814117	18	5.09378830384615	4.27834522320034	26	2.64679023333333	4.42228423590763	24
Time spent over 180 mgdl_whole	0.230172582789851	0.409043807326371	0.405625986956522	0.643813065656834	23	0.29534095	0.512605355141794	18	0.3823959	0.624765840981378	26	0.502283445833333	0.781232339268654	24
Time spent over 140 mgdl_whole	1.49493071267649	0.127986756671731	3.27220834782609	2.12747608092181	23	2.17562211111111	2.32496885356044	18	2.23127296153846	2.24184067427883	26	2.6296174375	2.48838806205953	24
Time spent over 250 mgdl_whole	0	NaN	0	0	23	0	0	18	0	0	26	0	0	24
Time in range 70-180mgdl_whole	5.19641047705303	0.41731926437209	80.9619347826087	13.0261054518755	23	80.3157505555556	15.1561620591911	18	71.42209	16.1633506786008	26	75.97231625	15.5665270876594	24
Time in range 70-140mgdl_whole	3.76126771460416	0.531135059401902	78.1204713043478	12.0378816577281	23	78.4347516666667	14.6107323458981	18	69.3933419230769	15.0462583988935	26	73.46889	14.593755661871	24
GRADE_whole	-0.342970407071283	0.556082403974044	2.38962408695652	1.09923960644913	23	2.05808659444444	1.05996391425791	18	3.52220550625	1.33718245608842	16	2.84769760666667	1.40526511740304	15
GRADE_hyp_whole	-4.96721087077319	0.664677958047502	62.7299204347826	23.0194600600927	23	59.7768683888889	28.3182897128455	18	79.76597625	18.7201039827671	16	71.8457133333333	24.2641889733974	15
GRADE_eu_whole	0.466533349818964	0.945004201442366	23.5200596956522	14.5415485338959	23	26.8413205	17.9694725437921	18	12.0494083125	10.8245277213341	16	15.8372024666667	10.7920706277504	15
GRADE_hyper_whole	6.66344394769331	0.17208637957549	13.3702153913043	9.73877363306385	23	9.75721536111111	9.87079337368951	18	7.5984264625	9.09557518496992	16	10.64887038	11.8412426767014	15
Number of hypoglycemic events_whole	-0.957264957264992	0.576412478148205	4	3.34392257413628	23	5.44444444444444	3.07211791712688	18	4.84615384615385	4.56676960393062	26	5.33333333333333	4.60308655111996	24
Mean duration of a hypoglycemic event_wholemin	-67.2804744147141	0.255286464142246	208.42572173913	131.136393396307	23	270.9127	130.938951944107	18	224.542821153846	148.533078901073	26	219.749325	140.627496479836	24
Number of prolonged >120 min hypoglycemic events_whole	-0.105026012634733	0.933361561054685	3.04347826086957	2.77125276675247	23	3.72222222222222	2.08088090948933	18	3.38461538461538	3.06041726667359	26	3.95833333333333	3.51987112741691	24
MAGE	4.35605035833331	0.480521983121579	44.9161369	11.817479923512	20	39.726391875	10.7430207174135	16	47.3671899047619	15.4932110694991	21	46.5334952380952	14.5932244039316	21
MODD	2.5052801828645	0.265266184342166	22.4847045	4.22480805107351	20	19.3677158823529	3.8447742531504	17	20.6355913043478	5.1370254085054	23	20.0238828695652	6.23640328840535	23
CONGA1h	2.23025373529414	0.306840178166119	19.3358975	4.2683741351367	20	17.5679117647059	4.06633274862965	17	17.5353320434783	5.3124285524257	23	17.9976000434783	5.50078461181287	23
CONGA2h	3.4570923580563	0.160487535623528	20.555202	4.62157090081489	20	18.1921052941176	4.05138645475706	17	18.5853204347826	5.9446962939593	23	19.6793160869565	6.59464293618467	23
CONGA3h	3.02672511636831	0.217651654249926	20.5281855	4.44228946980635	20	18.3747164705882	3.38799257850416	17	18.9659217391304	6.36082997610779	23	19.839177826087	6.55383376719026	23
CONGA4h	2.49169367864452	0.290305082844348	20.25236585	4.22352032535086	20	18.3287888235294	3.83059508497355	17	19.1454629130435	5.98011827940557	23	19.7135795652174	6.21584249852122	23
CONGA6h	2.46211499526857	0.264724349219809	20.12407965	3.92613840547484	20	18.2901111764706	3.58693444959425	17	18.9236536086957	5.67057145696626	23	19.5518001304348	5.77032933447448	23
Mean_night	6.79205047562143	0.110713999856945	80.1334534782609	9.29297333952653	23	77.9610464705882	9.82058938672531	17	72.6919346153846	11.1925752894187	26	77.3115780833333	8.84245257435945	24
Median_night	5.38193979933113	0.175770397084033	78.0434782608696	8.46639485833452	23	75.5	9.11900487991974	17	71.7240384615385	9.25721470197497	26	74.5625	9.95021575033732	24
SD_night	1.82361148504832	0.394448679428439	14.7355334782609	4.41691044094062	23	12.8148066470588	4.95741881591272	17	14.3526028461538	5.08178589842909	26	14.2554875	5.40595711648751	24
CV_night	1.27926892326562	0.621430797344003	18.727697	6.00743202205797	23	16.2083178235294	5.44557921135833	17	19.5936104615385	5.53234009075559	26	18.3535002083333	6.93818971550409	24
LBGI_night	-2.10274608790741	0.156196384791238	6.34095069565217	3.58342682139572	23	6.54321341176471	3.09522381351141	17	8.91611328846154	3.5072486544372	26	7.01562991666667	3.45958920194526	24
HBGI_night	-0.0119970147267522	0.631831184739571	0.0276798975217391	0.0545110009216542	23	0.0400873565882353	0.0698265281703309	17	0.0284325500769231	0.058676293703342	26	0.0288429944166667	0.0527372046553118	24
eA1c_night	0.238103073465065	0.110714099373819	4.40108504347826	0.325776055661984	23	4.32492888235294	0.344271961751513	17	4.14021392307692	0.392368505084791	26	4.30216083541667	0.309982358108557	24
AUC_nighth  glucose  length	6.76373898904855	0.112312865603111	79.2527395652174	9.28976513581209	23	77.1905852941177	9.69187865891213	17	71.9429946153846	11.3680399313937	26	76.6445793333333	8.71493406899585	24
AUC over 140mgdl_nighth  glucose  length	0.00681822373598377	0.937376663475565	0.0880434782608695	0.196198902615055	23	0.0893382352941176	0.198932265898323	17	0.0973557692307692	0.203471228593589	26	0.10546875	0.210018377980771	24
AUC over 180mgdl_nighth  glucose  length	0	NaN	0	0	23	0	0	17	0	0	26	0	0	24
AUC over 250mgdl_nighth  glucose  length	0	NaN	0	0	23	0	0	17	0	0	26	0	0	24
AUC below 54mgdl_night	-0.237963201494233	0.498317013913777	0.547352602608695	0.935998808858207	23	0.136213152352941	0.28768971087038	17	0.992936384	0.994527799149279	26	0.34383373225	0.734288611972015	24
AUC below 70mgdl_night	-1.54755461740703	0.219922535036099	2.58943027521739	2.96712876823138	23	2.39926977647059	2.3283498974781	17	4.71688504615385	3.00946628692363	26	2.97916993	3.17937858043092	24
M100_night	-30.0829195912029	0.112176215604048	120.197351304348	45.3763169044563	23	128.382758235294	42.8291508476038	17	154.533853076923	44.9453050662785	26	132.636340416667	41.9511755356237	24
J_night	1.56539962286054	0.101684140461233	9.10937126086957	2.05422139194739	23	8.41079017647059	2.48607472080495	17	7.62602346153846	2.22356623941666	26	8.492842	2.15393471174486	24
Time spent below 70 mgdl_night	-19.8358219757209	0.0775611498309632	26.5407683913043	22.8135946227458	23	34.4581312352941	28.1253755079172	17	45.9249057692308	28.2064283663547	26	34.0064466375	24.7832670850299	24
Time spend below 54 mgdl_night	-1.69566683026416	0.639907226387589	5.68092049130435	8.79919882526926	23	2.21217478823529	3.8592903477743	17	10.1599809	9.63302304902721	26	4.99556836666667	9.05970669792268	24
Time spent over 180 mgdl_night	0	NaN	0	0	23	0	0	17	0	0	26	0	0	24
Time spent over 140 mgdl_night	0.035774628693282	0.937376663475563	0.461956495652173	1.02943862842746	23	0.468749973529411	1.04378034854831	17	0.510817278846153	1.06759589220945	26	0.553385385416666	1.10194821730107	24
Time spent over 250 mgdl_night	0	NaN	0	0	23	0	0	17	0	0	26	0	0	24
Time in range 70-180mgdl_night	19.7262128877307	0.079215322209145	73.3496226086957	22.8256266541553	23	65.5418688235294	28.1253755870546	17	54.0750942307692	28.2064283522861	26	65.9935533333333	24.783267057937	24
Time in range 70-140mgdl_night	19.4911054737199	0.078073658037212	72.8677230434783	22.6486639484463	23	65.3207052941176	28.0053006629143	17	53.4302526923077	27.6377452694854	26	65.3743404166667	24.1268290314546	24
GRADE_night	-1.20436277886499	0.274492778951492	2.9719719	2.75922467072284	23	2.47697481764706	1.67145731209128	17	4.81346319038462	2.78894912290365	26	3.11410332916667	2.6265757160759	24
GRADE_hyp_night	-15.4496843421618	0.118261073891367	79.4668048695652	25.3700429360826	23	84.2465891764706	23.0404287422944	17	92.7418435769231	14.1999872351842	26	82.0719435416667	27.5835502600271	24
GRADE_eu_night	12.5145039891893	0.142094320860849	17.3011358695652	22.0369442513423	23	15.9762216958823	22.9660442549852	17	4.55672813157692	6.45174141343379	26	15.7463179470833	24.1988673233707	24
GRADE_hyper_night	0.223706964555095	0.937376663475564	2.88872	6.43731603018751	23	2.93120117647059	6.52699809795234	17	3.19425769230769	6.67592215883757	26	3.46044583333333	6.89073513251066	24
Number of hypoglycemic events_night	-0.0381828316611059	0.949242128460062	1.39130434782609	1.19617308092336	23	1.16666666666667	1.20049009599756	18	2.34615384615385	1.64784241218164	26	2.08333333333333	1.47196014438797	24
Mean duration of a hypoglycemic event_nightmin	10.8623536789294	0.920710592949842	232.119565217391	242.643301960235	23	228.125	276.616987404223	18	362.538461538462	231.729202867352	26	369.40625	280.590137153705	24
Number of prolonged >120 min hypoglycemic events_night	-0.413461538461549	0.420264283859016	1	0.904534033733291	23	1	1.18817705157201	18	2.03846153846154	1.37056978606036	26	1.625	1.27901116696352	24
Mean_wake	1.71359651105531	0.62560644390472	91.5376665217391	7.84082587672463	23	90.8794205555556	7.88252016154991	18	87.5443165384615	8.66825041895811	26	88.5996670833333	8.49489704329476	24
Median_wake	0.0322370865848543	0.992018371732279	87.7608695652174	7.66169570184486	23	87.7222222222222	7.74259080788212	18	83.6730769230769	7.57488258350228	26	83.6666666666667	7.42742665171906	24
SD_wake	2.33863525315863	0.27026764553293	23.0535804347826	3.74859565749565	23	20.9287061111111	3.54010974123874	18	21.6651661538462	5.4361819418552	26	21.8789270833333	6.24301270948673	24
CV_wake	2.11435577991449	0.305481652549676	25.26463	3.48305828290442	23	23.0658427777778	3.52489252885115	18	24.7342476923077	5.25157521118935	26	24.64981625	6.16926290383911	24
LBGI_wake	-0.107911252647714	0.894295331414726	4.0007987826087	1.75533567599352	23	3.82071666666667	1.91973366735094	18	4.81571507692308	1.95307336457697	26	4.52772170833333	2.00676665653279	24
HBGI_wake	0.0975043895236422	0.247633386081468	0.245608728695652	0.186629781711509	23	0.176209474444444	0.165835554795413	18	0.187806566769231	0.198482710212507	26	0.215911702041667	0.227371759251545	24
eA1c_wake	0.0600724586584891	0.625604322173357	4.80087295652174	0.274869286289531	23	4.77779722222222	0.276330713139923	18	4.66088119230769	0.303875424096259	26	4.69787791666667	0.297798292478376	24
AUC_wakeh  glucose  length	2.06904210934592	0.553671861932762	91.2369865217391	7.91430269256961	23	90.2679311111111	7.53217137475282	18	87.2617203846154	8.69095694274249	26	88.3617070833333	8.46870455504802	24
AUC over 140mgdl_wakeh  glucose  length	0.417702089916753	0.238673731172238	0.833776719130435	0.776420186902258	23	0.528981629444444	0.705539816334553	18	0.665136317269231	0.828858201435005	26	0.7780433175	0.962057263789001	24
AUC over 180mgdl_wakeh  glucose  length	0.0922356552169248	0.434642509296667	0.146259579565217	0.286675589949902	23	0.0650928311111111	0.175965354985528	18	0.160374083653846	0.29762366106104	26	0.171442990416667	0.306219143666908	24
AUC over 250mgdl_wakeh  glucose  length	0	NaN	0	0	23	0	0	18	0	0	26	0	0	24
AUC below 54mgdl_wake	-0.0113309669671146	0.902415877785468	0.140865952173913	0.195415213678589	23	0.103606426	0.221986562120171	18	0.168594082307692	0.214248617341099	26	0.120003589166667	0.237529995241042	24
AUC below 70mgdl_wake	-0.164172430270356	0.773511230338562	1.35102143043478	1.12892658240732	23	1.14655085333333	1.32660416247445	18	1.82257646153846	1.40778393037174	26	1.45393345416667	1.46770458443218	24
M100_wake	2.93721840440355	0.755067024614336	99.6020547826087	20.1778542997452	23	94.5534533333333	22.2413205093807	18	108.170038461538	22.1668166417583	26	106.058655416667	23.8878374675098	24
J_wake	0.949629251718666	0.41133184778818	13.2629649130435	2.43443875586117	23	12.5932828888889	2.22268048892579	18	12.1146972307692	2.92735471593522	26	12.3946444583333	3.05007760261922	24
Time spent below 70 mgdl_wake	-0.995156530425481	0.853043716627212	16.0807927826087	10.9325657491235	23	15.0656724444444	11.6888645422154	18	21.5875505769231	13.2499147776341	26	19.5772737083333	14.1284563230823	24
Time spend below 54 mgdl_wake	-0.807993693812744	0.517125601506366	1.92190958695652	2.3059290165431	23	1.31856475	2.65196072658309	18	3.06654568076923	3.31046974847189	26	1.65520715	3.22237527755568	24
Time spent over 180 mgdl_wake	0.240286696878479	0.50574433881963	0.478323517391304	0.730225307747894	23	0.394932766666667	0.687516337444535	18	0.518017403846154	0.84152624560467	26	0.67491335	1.04910883967473	24
Time spent over 140 mgdl_wake	2.01832425127273	0.117909731615627	4.16298898695652	2.80169715157101	23	2.74157040555556	2.81853495574585	18	2.92962468846154	2.9441508586054	26	3.52653035833333	3.4180747397887	24
Time spent over 250 mgdl_wake	0	NaN	0	0	23	0	0	18	0	0	26	0	0	24
Time in range 70-180mgdl_wake	0.670948143348192	0.898614899105471	83.3819882608696	10.7876683293163	23	84.5405027777778	11.582316389469	18	77.8097769230769	12.9740856164475	26	79.6392395833333	13.7343372598005	24
Time in range 70-140mgdl_wake	-1.1139133983649	0.820121027955099	79.7562186956522	9.53445231408863	23	82.0976255555556	11.1618348234852	18	75.2743465384615	11.8335197677979	26	76.50184	13.1281549741813	24
GRADE_wake	0.0406735140189414	0.919999427778688	2.1993817826087	0.740925641864403	23	1.90855605	0.913586368276011	18	2.39525107692308	0.988330604502073	26	2.14509885833333	1.11302280397541	24
GRADE_hyp_wake	-1.91360976690806	0.865241881879637	55.6910482608696	24.053309795768	23	52.6709559444444	28.5136836011748	18	66.76483	26.3498310249907	26	61.8311279166667	27.5613575903988	24
GRADE_eu_wake	-2.05919912685805	0.762587342130109	27.2397133913043	14.5300627413069	23	31.6012687777778	18.7345244670828	18	20.6057431153846	15.5347371926399	26	22.908099375	15.8499214171501	24
GRADE_hyper_wake	5.78033130321429	0.294106263940773	17.0692379130435	12.0793001817442	23	13.0110764777778	12.9983769301008	18	11.9591396653846	13.0518467951522	26	13.6813095333333	13.5479013268101	24
Number of hypoglycemic events_wake	-2.1279264214047	0.180508982251081	3.39130434782609	3.10042710305272	23	5.16666666666667	3.65014101258632	18	4.76923076923077	3.91211137170395	26	4.41666666666667	4.09577371431096	24
Mean duration of a hypoglycemic event_wakemin	-0.589354166666795	0.987939798368047	147.0471	91.2770456074851	23	141.077283333333	82.0025570240289	18	166.786	85.8189696416544	26	160.226829166667	104.719328643148	24
Number of prolonged >120 min hypoglycemic events_wake	-1.24298587885547	0.235595500041627	2.34782608695652	2.2884829364008	23	3.05555555555556	2.4125218005043	18	3.07692307692308	2.52860557498518	26	2.54166666666667	2.57038597451259	24
pct_calories_total_sugar	-12.2669755424631	0.0108155256502357	18.8534265455377	10.9011751587246	13	19.5205979820826	10.1905364912713	11	21.0567771243234	7.69621974870442	24	9.45697301840527	9.05468374425277	20
pct_calories_added_sugar	-10.8245322070895	0.0312845475117211	18.1513751102811	10.8935683651771	13	18.1701469574755	10.8828929207418	11	19.2455922397615	9.18285037321528	24	8.43983187986641	8.62220605718483	20
water_servings_per_day	0.280119368935158	0.0933798623758326	0.282738095238095	0.42256619096168	24	0.349206349206349	0.425682764109139	18	0.268796992481203	0.323485145589524	38	0.615384615384615	0.496550107662009	26
tioka_servings_per_day	-3.43318833943834	1.81439075567392e-10	1.2514880952381	1.45676675691683	24	1.29166666666667	1.46119524246921	18	4.38888888888889	0.577350269189626	27	0.995879120879121	1.03126269555955	26
tang_servings_per_day	-0.893183156370675	0.192083099252093	0.972842261904761	1.78016427738332	24	0.773511904761904	1.65559335722749	18	1.32958494208494	1.99863188132854	37	0.237071428571428	0.873669615437537	25
ice_block_servings_per_day	-1.31073412698412	0.0180965895348679	0.828869047619048	1.1535783592405	24	0.46031746031746	1.04209774993592	18	2.08928571428571	1.83512245766835	38	0.41	0.649037749287358	25
soda_servings_per_day	-0.219165702718333	0.0387005468020722	0.133928571428571	0.266690003785106	24	0.107142857142857	0.246524460700941	18	0.270676691729323	0.321657102258315	38	0.0247252747252747	0.126074658303118	26
juice_servings_per_day	-0.0149652978600342	0.312706044994751	0	0	24	0	0	18	0.0211466165413534	0.0550558908401954	38	0.00618131868131868	0.0315186645757796	26
fruit_drink_servings_per_day	-0.400171703296682	0.536451168047344	0	0	24	0	0	18	1.57276785714286	2.12165172566264	36	1.17259615384615	1.97012106889371	26
coffee_tea_servings_per_day	-0.764859502359508	0.17214011289992	0.882142857142856	1.58359561332695	24	0.924801587301586	1.55549285808259	18	0.793629343629342	1.56673092372908	37	0.0714285714285714	0.219189912375262	25
