Outcomes	coefficient	pval	pre_cont_mean	pre_cont_sd	pre_cont_n	post_cont_mean	post_cont_sd	post_cont_n	pre_int_mean	pre_int_sd	pre_int_n	post_int_mean	post_int_sd	post_int_n
Available Carbohydrate g	-104.59317191142	0.172840473279343	388.409153846154	148.111078858541	13	397.488709090909	173.255004985631	11	410.415666666667	148.911029015043	24	314.90205	135.014606340232	20
Glycemic Index glucose reference	3.21854794580422	0.0304390501438902	67.5720769230769	2.56877151123316	13	66.8769227272727	3.21488767854832	11	66.74400625	3.05595161882345	24	69.2674	2.55610117170663	20
Glycemic Index bread reference	4.60902202797206	0.0302726285674567	96.6271538461538	3.67414692697851	13	95.6293818181818	4.59985048057395	11	95.4398	4.37250525979747	24	99.05105	3.65507512306699	20
Glycemic Load glucose reference	-57.9233771561754	0.253715998027723	260.201307692308	91.4927442436326	13	265.320518181818	112.254990207356	11	271.477666666667	100.356090875428	24	218.6735	93.3874594204168	20
Glycemic Load bread reference	-82.7994495337971	0.25386954008024	372.084230769231	130.833491548198	13	379.385213636364	160.516677918128	11	388.195416666667	143.501560251453	24	312.69695	133.535937067803	20
Choline mg	79.4628470279725	0.444064773917523	532.069153846154	157.214862704329	13	468.718181818182	187.840553051687	11	493.437875	190.529134960307	24	509.54975	245.102148176262	20
Betaine mg	-20.355989522145	0.538441899849858	40.0744615384615	38.4737032889899	13	81.7814727272728	86.2924474566934	11	56.6233583333333	58.9526071400757	24	77.97438	70.7057894637207	20
Erythritol g	1.0833333333333e-05	0.891212789776496	0	0	13	0	0	11	5.41666666666671e-05	0.000183514403336318	24	6.50000000000006e-05	0.000200065778656607	20
Inositol g	-0.0154345571095555	0.707970298958625	0.166769230769231	0.0543264113885592	13	0.189545454545455	0.0631670224664162	11	0.193708333333333	0.081112631926051	24	0.20105	0.0995714369316401	20
Isomalt g	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lactitol g	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Maltitol g	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Mannitol g	-0.00244357226107218	0.251969987376456	0.00186923076923077	0.0033895389596484	13	0.00266363636363636	0.00352484686965909	11	0.00322916666666667	0.00494398881090146	24	0.00158	0.00382272980445843	20
Pinitol g	0.0290040209790209	0.0761099969510077	0.0216153846153846	0.0327834777022879	13	0.00663636363636364	0.0133212066065558	11	0.015875	0.0301103947095553	24	0.0299	0.0385962910680615	20
Sorbitol g	-0.0194020979020975	0.404207797691519	0.00826153846153847	0.0297874005372948	13	0.00976363636363637	0.0323823184076518	11	0.04475	0.054087730666905	24	0.02685	0.0477137021034949	20
Xylitol g	-0.00023374999999999	0.419841906775745	0	0	13	0	0	11	0.000481250000000002	0.000766104275454438	24	0.000247500000000001	0.000604473455078665	20
Nitrogen g	1.55650090617721	0.68634689806383	21.5143423076923	6.08157865798587	13	20.8031818181818	6.59166409669337	11	20.4172270833333	6.79087095734732	24	21.2625675	9.43671541197738	20
Total Conjugated Linoleic Acid CLA 18:2 g	0.00408086247086251	0.747206132698283	0.0342769230769231	0.0265823924759152	13	0.0378727272727273	0.0276703845621665	11	0.0285333333333333	0.016742309504254	24	0.03621	0.0295672987926652	20
CLA cis-9, trans-11 g	0.00221594405594408	0.830036682551043	0.0282923076923077	0.0224926084725057	13	0.0314363636363637	0.0234610857688758	11	0.02335	0.0140644788462777	24	0.02871	0.0228779346693893	20
CLA trans-10, cis-12 g	0.00182132867132868	0.423090390553998	0.00630769230769231	0.00543728816268759	13	0.00563636363636364	0.00269342634102837	11	0.00525	0.00331334587231174	24	0.0064	0.00551934397322153	20
Tagatose mg	-2.74381239510491	0.475716876151235	2.18577692307692	7.88093077287976	13	5.16638181818182	11.4944739071276	11	1.1839625	5.80020799917986	24	1.420755	6.35380951874543	20
Vitamin D2 ergocalciferol mcg	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Vitamin D3 cholecalciferol mcg	8.66034900932403	0.51120621777171	56.3903846153846	18.490457027606	13	47.1447272727273	25.1535212767156	11	55.8657083333333	26.0552248544429	24	55.2804	29.3229879704608	20
Added Sugars by Total Sugars g	-88.6318882284381	0.0295271878563014	123.444076923077	90.7408211422892	13	126.965181818182	105.116603361047	11	130.825333333333	77.1134939675545	24	45.71455	48.584953049137	20
Total Grains ounce equivalents	0.280954073426676	0.912565932833517	12.2171538461538	4.062498796844	13	12.4547772727273	5.75162460142192	11	12.45125	4.84164048060967	24	12.9698275	5.30125843057633	20
Whole Grains ounce equivalents	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Refined Grains ounce equivalents	0.280954073426676	0.912565932833517	12.2171538461538	4.062498796844	13	12.4547772727273	5.75162460142192	11	12.45125	4.84164048060967	24	12.9698275	5.30125843057633	20
PUFA 18:3 n-3 alpha-linolenic acid ALA g	0.109728481934737	0.725048012239838	1.18069230769231	0.467545253534419	13	1.06309090909091	0.597939537837306	11	1.46777291666667	0.619560021477227	24	1.4599	0.679285607710119	20
Solid Fats g	4.70239448717939	0.669730206755616	15.5528461538462	19.7643315463579	13	12.9743	22.9607899112814	11	12.0163166666667	22.1159550307144	24	14.140165	21.1427827605614	20
Gluten g	-1.06193874708628	0.596670898113341	1.55430769230769	2.28511357794368	13	3.66842727272727	5.32255545468357	11	2.66440416666667	3.51038130202889	24	3.716585	4.31563753078634	20
Citrus Juice	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fruit Juice excluding Citrus Juice	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Citrus Fruit	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fruit excluding Citrus Fruit	-0.0242424242424251	0.869080192471073	0	0	13	0.0909090909090909	0.301511344577764	11	0.0833333333333333	0.28232985128664	24	0.15	0.366347548532523	20
Avocado and Similar	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fried Fruits	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fruit-based Savory Snack	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Dark-green Vegetables	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Deep-yellow Vegetables	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Tomato	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
White Potatoes	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fried Potatoes	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Other Starchy Vegetables	-0.0107812499999997	0.104983668657909	0	0	13	0	0	11	0.01078125	0.0214685453047011	24	0	0	20
Legumes cooked dried beans	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Other Vegetables	-0.0200330681818156	0.676158816173775	0	0	13	0.0276318181818182	0.0916443731844114	11	0.0379937500000001	0.102684024955094	24	0.0455925000000001	0.111351337376461	20
Fried Vegetables	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Vegetable Juice	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Vegetable-based Savory Snack	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Grains, Flour and Dry Mixes - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Grains, Flour and Dry Mixes - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Grains, Flour and Dry Mixes - Refined Grain	0.409671328671397	0.847759228950161	11.0733076923077	3.60872030375994	13	10.3636363636364	3.98177667060139	11	10.5	4.18070100217239	24	10.2	4.57222737381845	20
Loaf-type Bread and Plain Rolls - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Loaf-type Bread and Plain Rolls - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Loaf-type Bread and Plain Rolls - Refined Grain	-1.09688250000001	0.383866094447841	0	0	13	2.2122	3.06930293666168	11	1.013925	2.31596790428876	24	2.1292425	2.97704897809343	20
Other Breads quick breads, corn muffins, tortillas - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Other Breads quick breads, corn muffins, tortillas - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Other Breads quick breads, corn muffins, tortillas - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Crackers - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Crackers - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Crackers - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Pasta - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Pasta - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Pasta - Refined Grain	-0.0618583333333346	0.156550618158523	0	0	13	0	0	11	0.0618583333333339	0.14129439022886	24	0	0	20
Ready-to-eat Cereal not presweetened - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-eat Cereal not presweetened - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-eat Cereal not presweetened - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-eat Cereal presweetened - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-eat Cereal presweetened - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-eat Cereal presweetened - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cakes, Cookies, Pies, Pastries, Danish, Doughnuts and Cobblers - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cakes, Cookies, Pies, Pastries, Danish, Doughnuts and Cobblers - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cakes, Cookies, Pies, Pastries, Danish, Doughnuts and Cobblers - Refined Grain	0.842696503496504	0.121862790442999	0.914769230769231	1.42818300378757	13	0.270272727272727	0.896393227429691	11	0.24775	0.839366647875181	24	0.44595	1.08915126178719	20
Snack Bars - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Snack Bars - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Snack Bars - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Snack Chips - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Snack Chips - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Snack Chips - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Popcorn	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Flavored Popcorn	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Baby Food Grain Mixtures - Refined Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Beef	0.0554883333333331	0.367122304001677	0	0	13	0	0	11	0.0213416666666669	0.104552387187796	24	0.0768300000000007	0.18764321435836	20
Lean Beef	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Veal	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Veal	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lamb	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Lamb	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fresh Pork	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Fresh Pork	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cured Pork	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Cured Pork	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Game	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Poultry	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Poultry	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fried Chicken - Commercial Entr√©e and Fast Food	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fish - Fresh and Smoked	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Fish - Fresh and Smoked	2.12469160839161	0.472799223021405	13.1538461538462	4.33678363625537	13	11.1634545454545	5.57654832963252	11	13.0125	5.76980992076335	24	13.1468	6.61830792177037	20
Fried Fish - Commercial Entr√©e and Fast Food	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Shellfish	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Fried Shellfish - Commercial Entr√©e and Fast Food	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cold Cuts and Sausage	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Lean Cold Cuts and Sausage	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Organ Meats	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Baby Food Meat Mixtures	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Meat-based Savory Snack	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Eggs	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Egg Substitute	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Nuts and Seeds	-1.16995251748254	0.549976768960995	1.01135384615385	3.64648814994543	13	1.19523636363637	3.96415055397062	11	1.64345000000001	4.44167950814145	24	0.657380000000003	2.93989273409764	20
Nut and Seed Butters	0.0256188636363633	0.619521359245373	0	0	13	0.0394136363636367	0.130720243441691	11	0	0	24	0.0650325000000006	0.158829979666277	20
Meat Alternatives	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Milk - Whole	-0.132180944055945	0.351183299530513	0.0735576923076924	0.265216031320188	13	0.173863636363636	0.386822171088285	11	0.0796875000000001	0.26997792029285	24	0.0478125	0.213824000348418	20
Milk - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Milk - Low Fat and Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Milk - Nondairy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-drink Flavored Milk - Whole	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-drink Flavored Milk - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Ready-to-drink Flavored Milk - Low Fat and Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Flavored Milk Beverage Powder with Non-fat Dry Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Flavored Milk Beverage Powder with Non-fat Dry Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Flavored Milk Beverage Powder without Non-fat Dry Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Flavored Milk Beverage Powder without Non-fat Dry Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cheese - Full Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cheese - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cheese - Low Fat and Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cheese - Nondairy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Sweetened Whole Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Sweetened Low Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Sweetened Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Artificially Sweetened Whole Milk	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Artificially Sweetened Low Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Artificially Sweetened Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Yogurt - Nondairy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Frozen Dairy Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Frozen Nondairy Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Pudding and Other Dairy Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Pudding and Other Dairy Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cream	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cream - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cream - Low Fat and Fat Free	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cream - Nondairy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Dairy-based Sweetened Meal Replacement	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Dairy-based Artificially Sweetened Meal Replacement	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Infant Formula	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Infant Formula - Nondairy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Margarine - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Margarine - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Oil	-0.325825233100217	0.543544816244677	0.523384615384615	0.915198843463497	13	0.261818181818182	0.620802999055549	11	1.49139166666667	1.29527769657008	24	0.904	0.965308731633782	20
Shortening	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Butter and Other Animal Fats - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Butter and Other Animal Fats - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Salad Dressing - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Salad Dressing - Reduced Calorie	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sugar	-19.456263111888	0.0110286998790314	25.0453846153846	16.4998592899983	13	26.9502727272727	19.4192628186083	11	25.139375	13.6364326516122	24	7.588	11.0194291283981	20
Sugar Substitute	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Syrup, Honey, Jam, Jelly, Preserves	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sauces, Sweet - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sauces, Sweet - Reduced Calorie	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Chocolate Candy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Non-chocolate Candy	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Frosting or Glaze	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Soft Drinks	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Soft Drinks	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Unsweetened Soft Drinks	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Fruit Drinks	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Fruit Drinks	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Tea	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Tea	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Unsweetened Tea	-0.140340909090911	0.0759915868859954	0	0	13	0.0590909090909096	0.195982373975548	11	0.0812500000000007	0.219590775524959	24	0	0	20
Sweetened Coffee	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Coffee	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Unsweetened Coffee	-0.814124417249423	0.0260518341658086	0.561538461538462	0.876701642082853	13	0.995454545454547	0.953075166357447	11	0.380208333333334	0.757103288523274	24	0	0	20
Sweetened Coffee Substitutes	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Coffee Substitutes	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Unsweetened Coffee Substitutes	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sweetened Water	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Artificially Sweetened Water	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Unsweetened Water	3.18438696386948	0.0729712240031087	4.61538461538461	2.55076660171217	13	6.31818181818182	3.11867541812808	11	3.83333333333333	2.83482484186554	24	8.7205175	4.54416418666134	20
Nondairy-based Sweetened Meal Replacement	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Nondairy-based Artificially Sweetened Meal Replacement	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Nondairy-based Unsweetened Meal Replacement	-0.140340909090911	0.0759915868859956	0	0	13	0.0590909090909096	0.195982373975548	11	0.0812500000000007	0.219590775524959	24	0	0	20
Non-alcoholic Beer	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Non-alcoholic Light Beer	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Beer and Ales	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Cordial and Liqueur	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Distilled Liquor	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Wine	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Gravy - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Gravy - Reduced Fat	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sauces and Condiments - Regular	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Sauces and Condiments - Reduced Fat	1.67693012820513	0.0917662770558071	0.870538461538462	1.56831930291553	13	0.303	0.604712162933738	11	0.918958333333334	1.88589022870106	24	2.02835	2.53081861678245	20
Pickled Foods	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Miscellaneous Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Non-grain Flour and Similar	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Soup Broth	-0.140736363636364	0.499367409512208	0.113	0.407427294127431	13	0.400636363636364	0.686168969383966	11	0	0	24	0.1469	0.452148659763927	20
Baby Food Dessert	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Miscellaneous Baby Food Mixtures	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Baby Food Grain Mixtures - Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
Baby Food Grain Mixtures - Some Whole Grain	0	NaN	0	0	13	0	0	11	0	0	24	0	0	20
approx_soda_days	-0.550860323886636	0.0267781587739957	0.3125	0.62227667549858	24	0.25	0.575223741635528	18	0.671052631578947	0.75584493431035	38	0.0576923076923077	0.294174202707276	26
approx_tang_days	-0.595570570570594	0.558728403580131	1.79166666666667	2.85107404120023	24	1.02777777777778	2.24572942573115	18	1.95945945945946	2.86593590099091	37	0.6	1.56790731018556	25
approx_toddy_days	-0.584233018443532	0.609598902353713	2	3	24	0.638888888888889	1.68737139427638	18	3.11842105263158	3.41387116899038	38	1.17307692307692	2.30192227363266	26
approx_ice_block_days	-2.11760233918127	0.0414983241076927	3	3.05030290726789	24	1.94444444444444	2.20219735778026	18	4.51315789473684	2.8248100680119	38	1.34	1.55268584502253	25
approx_juice_days	-0.10475708502024	0.312706044994749	0	0	24	0	0	18	0.148026315789474	0.385391235881368	38	0.0432692307692308	0.220630652030457	26
approx_fruit_drink_days	-0.373931623931593	0.723259705990306	0	0	24	0	0	18	2.52777777777778	3.40995275301254	36	2.15384615384615	3.29475107032149	26
approx_coffee_tea_days	-1.21827327327329	0.235864379454187	2.20833333333333	2.95221606765916	24	2.44444444444444	2.4488225795561	18	1.66216216216216	2.59286964056679	37	0.68	1.94657819433658	25
approx_tioka_days	-2.71118233618237	0.0160915163727399	4.20833333333333	3.39730285177325	24	3.47222222222222	3.21060843703304	18	6.87037037037037	0.673575314054563	27	3.42307692307692	2.76655853974684	26
approx_water_days	0.758912505623025	0.38673093626699	1.60416666666667	2.33582294718151	24	1.94444444444444	2.20219735778026	18	1.88157894736842	2.26439601912667	38	2.98076923076923	1.81372968896012	26
approx_soda_amt	-0.702269230769228	0.0247946316031908	0.447115384615384	0.93446045724463	26	0.278999999999999	0.771115263757629	25	0.929999999999998	1.15352303167964	40	0.0596153846153845	0.372297957596827	39
approx_tang_amt	-0.683076923076938	0.242757465646039	1.01923076923077	1.76907189922156	26	0.76	1.67779617355625	25	1.25	1.92819830877136	40	0.307692307692308	1.02350908652656	39
approx_toddy_amt	-1.18160256410256	0.0430625310933598	0.826923076923077	1.44873950517205	26	0.58	1.49080515158756	25	1.7875	2.14800891704208	40	0.358974358974359	1.03204394763574	39
approx_ice_block_amt	-0.943461538461534	0.0540894993978643	1.15384615384615	1.30206935889937	26	0.58	0.953939201416946	25	2.325	1.68534406439297	40	0.807692307692308	1.20096115353815	39
approx_juice_amt	0	NaN	0	0	26	0	0	25	0	0	40	0	0	39
approx_fruit_drink_amt	-0.654807692307699	0.23509338591508	0	0	26	0	0	25	1.4625	2.13453742061366	40	0.807692307692308	1.74949385393012	39
approx_coffee_tea_amt	-0.913298076923085	0.0324296813825465	0.896153846153846	1.35855975775253	26	0.991999999999999	1.35663339435039	25	0.894374999999999	1.44042470032546	40	0.0769230769230769	0.269952762399508	39
approx_tioka_amt	-1.92358974358974	0.00172305481139797	1.23076923076923	1.41584440692309	26	1.18	1.54029218007494	25	3	2.12132034355964	40	1.02564102564103	1.35213631139334	39
approx_water_amt	0.350897435897435	0.205457385794483	0.538461538461538	0.706018086497463	26	0.56	0.711805216802087	25	0.525	0.505736325340815	40	0.897435897435897	1.02070336416847	39
soda_servings	-1.53415991902833	0.0387005468020722	0.9375	1.86683002649574	24	0.75	1.72567122490658	18	1.89473684210526	2.25159971580821	38	0.173076923076923	0.882522608121828	26
tang_servings	-6.25228209459472	0.192083099252094	6.80989583333333	12.4611499416832	24	5.41458333333333	11.5891535005924	18	9.30709459459458	13.9904231692998	37	1.6595	6.11568730806276	25
toddy_servings	-8.67489035087714	0.0547689161721794	3.44791666666667	6.79193062081549	24	2.33333333333333	7.42412601312933	18	12.7894736842105	15.3638886806427	38	3	8.52877482408816	26
ice_block_servings	-9.17513888888885	0.0180965895348678	5.80208333333333	8.07504851468353	24	3.22222222222222	7.29468424955142	18	14.625	12.8458572036784	38	2.87	4.54326424501151	25
juice_servings	-0.10475708502024	0.312706044994749	0	0	24	0	0	18	0.148026315789474	0.385391235881368	38	0.0432692307692308	0.220630652030457	26
fruit_drink_servings	-2.80120192307676	0.536451168047346	0	0	24	0	0	18	11.009375	14.8515620796385	36	8.20817307692307	13.790847482256	26
coffee_tea_servings	-5.35401651651656	0.17214011289992	6.17499999999999	11.0851692932886	24	6.4736111111111	10.8884500065781	18	5.5554054054054	10.9671164661036	37	0.5	1.53432938662683	25
tioka_servings	-24.0323183760684	1.81439075567383e-10	8.76041666666667	10.1973672984178	24	9.04166666666667	10.2283666972845	18	30.7222222222222	4.04145188432738	27	6.97115384615385	7.21883886891684	26
water_servings	1.96083558254611	0.0933798623758326	1.97916666666667	2.95796333673176	24	2.44444444444444	2.97977934876398	18	1.88157894736842	2.26439601912667	38	4.30769230769231	3.47585075363406	26
Complete records	6.26746881642458	0.528978869368586	75.3639632608696	17.4395982853488	23	77.4672602777778	29.2366548538561	18	82.0345125	26.0714994127665	26	90.4052783333333	20.3500813804273	24
Mean_whole	2.98763348429946	0.402621668192405	88.8061669565217	7.60771090327883	23	88.0776338888889	8.30148601149651	18	83.463075	8.89856677636	26	85.7221754166667	8.60472136580589	24
Median_whole	1.87952898550717	0.584439560143873	84.6086956521739	8.01554813208102	23	83.8333333333333	8.65175942664095	18	79.25	8.38838482665167	26	80.3541666666667	7.36395328414124	24
SD_whole	1.61175493682643	0.398910514911634	22.2667313043478	3.62401518940388	23	20.2720961111111	3.29099261391407	18	21.5248769230769	4.76257796851644	26	21.1419966666667	5.57626291304386	24
